Copyright Notice
Copyright C2002 Mount Sinai Hospital, Toronto, Canada. All Rights Reserved.

Disclaimer
Permission to use, copy, and modify this document for educational, research, and not-for-profit purposes, without fee and without a signed licensing agreement, is hereby granted, provided that the above copyright notice, this paragraph and the following paragraphs appear in all copies, modifications, and distributions.

Contact Terry Donaghue, Technology Transfer & Industrial Liaison, Mount Sinai Hospital, & The Samuel Lunenfeld Research Institute, 600 University Avenue, Toronto, ON Canada M5G 1X5, Tel. (416) 586-8225, Fax (416) 586-3110, E-mail: donaghue@mshri.on.ca, for commercial licensing opportunities. 

IN NO EVENT SHALL MOUNT SINAI HOSPITAL BE LIABLE TO ANY PARTY FOR DIRECT, INDIRECT, SPECIAL, INCIDENTAL, OR CONSEQUENTIAL DAMAGES, INCLUDING LOST PROFITS, ARISING OUT OF THE USE OF THIS SOFTWARE AND ITS DOCUMENTATION, EVEN IF MOUNT SINAI HOSPITAL HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGE. 
MOUNT SINAI HOSPITAL SPECIFICALLY DISCLAIMS ANY IMPLIED WARRANTIES OF MERCHANTABILITY AND FITNESS FOR A PARTICULAR PURPOSE.
THE SOFTWARE AND ACCOMPANYING DOCUMENTATION, IF ANY, PROVIDED HEREUNDER IS PROVIDED "AS IS". MOUNT SINAI HOSPITAL HAS NO
OBLIGATION TO PROVIDE MAINTENANCE, SUPPORT, UPDATES, ENHANCEMENTS, OR MODIFICATIONS.

Published research assisted by this document should cite:

Breitkreutz, BJ., Stark, C., Tyers M. "The GRID: the General Repository for Interaction Datasets." Genome Biology 2003 4(3):R23

------------------------------------------------------------------------------------------------------------------------------

Brief description of the columns:

A.) INTERACTOR_A			(Unique ID for geneA)
B.) INTERACTOR_B			(Unique ID for geneB)
C.) ALIASES_FOR_A			(List of common names for geneA, separated by ';')
D.) ALIASES_FOR_B			(List of common names for geneB, separated by ';')
E.) EXPERIMENTAL_SYSTEM			(System in which the interaction was shown)
F.) SOURCE			(Author/s of the interaction)
G.) DIRECTION			(Direction is shown by default as going from GeneA to GeneB, if however the same source also demonstrates this interaction in the opposite direction then the "AB" will be replaced with a "BOTH")
H.) PUBMED_ID			(PubMed_ID of the paper)

------------------------------------------------------------------------------------------------------------------------------

INTERACTOR_A	INTERACTOR_B	ALIASES_FOR_A	ALIASES_FOR_B	EXPERIMENTAL_SYSTEM	SOURCE	DIRECTION	PUBMED_ID
YFR028C	YDR171W	;CDC14;OAF3;	;HSP42;	Affinity Precipitation	Gavin et al	AB	;11805826;
YAL041W	YER114C	;CDC24;CLS4;	;BOI2;BEB1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YAL041W	YLR357W	;CDC24;CLS4;	;RSC2;	Affinity Precipitation	Gavin et al	AB	;11805826;
YBR160W	YBR135W	;CDC28;CDK1;HSL5;SRM5;	;CKS1;	Affinity Precipitation	Gavin et al	BOTH	;11805826;
YBR160W	YMR199W	;CDC28;CDK1;HSL5;SRM5;	;CLN1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YBR160W	YPL256C	;CDC28;CDK1;HSL5;SRM5;	;CLN2;	Affinity Precipitation	Gavin et al	AB	;11805826;
YBR160W	YIR031C	;CDC28;CDK1;HSL5;SRM5;	;DAL7;MLS2;MSL2;	Affinity Precipitation	Gavin et al	AB	;11805826;
YLR314C	YCR002C	;CDC3;	;CDC10;	Affinity Precipitation	Gavin et al	AB	;11805826;
YLR314C	YJR076C	;CDC3;	;CDC11;PSL9;	Affinity Precipitation	Gavin et al	AB	;11805826;
YLR314C	YHR107C	;CDC3;	;CDC12;CLA10;PSL7;	Affinity Precipitation	Gavin et al	AB	;11805826;
YLR314C	YDL225W	;CDC3;	;SHS1;SEP7;	Affinity Precipitation	Gavin et al	AB	;11805826;
YOL139C	YDL051W	;CDC33;TIF45;eIF-4E;	;LHP1;LAH1;YLA1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YOL139C	YNL262W	;CDC33;TIF45;eIF-4E;	;POL2;DUN2;	Affinity Precipitation	Gavin et al	AB	;11805826;
YOL139C	YLR371W	;CDC33;TIF45;eIF-4E;	;ROM2;	Affinity Precipitation	Gavin et al	AB	;11805826;
YOL139C	YHL034C	;CDC33;TIF45;eIF-4E;	;SBP1;SSBR1;SSB1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YOL139C	YMR125W	;CDC33;TIF45;eIF-4E;	;STO1;CBC1;CBP80;GCR3;	Affinity Precipitation	Gavin et al	AB	;11805826;
YOL139C	YGR162W	;CDC33;TIF45;eIF-4E;	;TIF4631;	Affinity Precipitation	Gavin et al	BOTH	;11805826;
YOL139C	YGL049C	;CDC33;TIF45;eIF-4E;	;TIF4632;	Affinity Precipitation	Gavin et al	AB	;11805826;
YOL139C	YBL004W	;CDC33;TIF45;eIF-4E;	;UTP20;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL165W	YNL315C	;CDC36;DNA19;NOT2;	;ATP11;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL165W	YPR072W	;CDC36;DNA19;NOT2;	;NOT5;	Affinity Precipitation	Gavin et al	AB	;11805826;
YCR093W	YGR134W	;CDC39;NOT1;ROS1;SMD6;	;CAF130;	Affinity Precipitation	Gavin et al	AB	;11805826;
YCR093W	YNL288W	;CDC39;NOT1;ROS1;SMD6;	;CAF40;	Affinity Precipitation	Gavin et al	AB	;11805826;
YCR093W	YDL145C	;CDC39;NOT1;ROS1;SMD6;	;COP1;SEC33;RET1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YCR093W	YNR052C	;CDC39;NOT1;ROS1;SMD6;	;POP2;CAF1;	Affinity Precipitation	Gavin et al	BOTH	;11805826;
YCR093W	YPL235W	;CDC39;NOT1;ROS1;SMD6;	;RVB2;TIH2;TIP49B;	Affinity Precipitation	Gavin et al	AB	;11805826;
YCR093W	YGL137W	;CDC39;NOT1;ROS1;SMD6;	;SEC27;	Affinity Precipitation	Gavin et al	AB	;11805826;
YCR093W	YOR110W	;CDC39;NOT1;ROS1;SMD6;	;TFC7;	Affinity Precipitation	Gavin et al	AB	;11805826;
YLR103C	YIL094C	;CDC45;	;LYS12;LYS10;LYS11;	Affinity Precipitation	Gavin et al	AB	;11805826;
YLR103C	YNL330C	;CDC45;	;RPD3;REC3;SDI2;SDS6;	Affinity Precipitation	Gavin et al	AB	;11805826;
YLR103C	YOL004W	;CDC45;	;SIN3;CPE1;GAM2;RPD1;SDI1;SDS16;UME4;	Affinity Precipitation	Gavin et al	AB	;11805826;
YBR202W	YGL001C	;CDC47;MCM7;	;ERG26;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL126C	YNL271C	;CDC48;	;BNI1;PPF3;SHE5;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL126C	YDR337W	;CDC48;	;MRPS28;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL126C	YBR170C	;CDC48;	;NPL4;HRD4;	Affinity Precipitation	Gavin et al	BOTH	;11805826;
YDL126C	YGL246C	;CDC48;	;RAI1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL126C	YDR028C	;CDC48;	;REG1;HEX2;PZF240;SPP43;SRN1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL126C	YBL058W	;CDC48;	;SHP1;	Affinity Precipitation	Gavin et al	BOTH	;11805826;
YDL126C	YGR048W	;CDC48;	;UFD1;	Affinity Precipitation	Gavin et al	BOTH	;11805826;
YDL126C	YDR049W	;CDC48;	NONE	Affinity Precipitation	Gavin et al	AB	;11805826;
YGL190C	YOR349W	;CDC55;	;CIN1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YGL190C	YNL030W	;CDC55;	;HHF2;	Affinity Precipitation	Gavin et al	AB	;11805826;
YGL190C	YJR138W	;CDC55;	;IML1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YGL190C	YMR109W	;CDC55;	;MYO5;	Affinity Precipitation	Gavin et al	AB	;11805826;
YGL190C	YGR240C	;CDC55;	;PFK1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YGL190C	YDL134C	;CDC55;	;PPH21;PPH1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YGL190C	YDL188C	;CDC55;	;PPH22;PPH2;	Affinity Precipitation	Gavin et al	AB	;11805826;
YGL190C	YKL081W	;CDC55;	;TEF4;EFC1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YGL190C	YAL016W	;CDC55;	;TPD3;FUN32;	Affinity Precipitation	Gavin et al	BOTH	;11805826;
YGL190C	YBL104C	;CDC55;	NONE	Affinity Precipitation	Gavin et al	AB	;11805826;
YGL190C	YLR249W	;CDC55;	;YEF3;TEF3;	Affinity Precipitation	Gavin et al	AB	;11805826;
YGL190C	YDR381W	;CDC55;	;YRA1;SHE11;	Affinity Precipitation	Gavin et al	AB	;11805826;
YGL190C	YMR273C	;CDC55;	;ZDS1;CES1;CKM1;NRC1;OSS1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YGL190C	YML109W	;CDC55;	;ZDS2;CES4;	Affinity Precipitation	Gavin et al	BOTH	;11805826;
YPR016C	YDL031W	;TIF6;CDC95;	;DBP10;	Affinity Precipitation	Gavin et al	AB	;11805826;
YPR016C	YLL008W	;TIF6;CDC95;	;DRS1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YPR016C	YMR049C	;TIF6;CDC95;	;ERB1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YPR016C	YMR290C	;TIF6;CDC95;	;HAS1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YPR016C	YNL021W	;TIF6;CDC95;	;HDA1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YPR016C	YOR202W	;TIF6;CDC95;	;HIS3;HIS10;	Affinity Precipitation	Gavin et al	AB	;11805826;
YPR016C	YER126C	;TIF6;CDC95;	;NSA2;	Affinity Precipitation	Gavin et al	BOTH	;11805826;
YPR016C	YDL051W	;TIF6;CDC95;	;LHP1;LAH1;YLA1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YPR016C	YFR001W	;TIF6;CDC95;	;LOC1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YPR016C	YKL009W	;TIF6;CDC95;	;MRT4;	Affinity Precipitation	Gavin et al	AB	;11805826;
YPR016C	YMR309C	;TIF6;CDC95;	;NIP1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YPR016C	YPL093W	;TIF6;CDC95;	;NOG1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YPR016C	YDL014W	;TIF6;CDC95;	;NOP1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YPR016C	YOR361C	;TIF6;CDC95;	;PRT1;CDC63;DNA26;	Affinity Precipitation	Gavin et al	AB	;11805826;
YPR016C	YNL002C	;TIF6;CDC95;	;RLP7;RPL7;	Affinity Precipitation	Gavin et al	AB	;11805826;
YPR016C	YPR010C	;TIF6;CDC95;	;RPA135;RRN2;SRP3;RPA2;	Affinity Precipitation	Gavin et al	AB	;11805826;
YPR016C	YHR088W	;TIF6;CDC95;	;RPF1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YPR016C	YBR079C	;TIF6;CDC95;	;RPG1;TIF32;	Affinity Precipitation	Gavin et al	AB	;11805826;
YPR016C	YGR245C	;TIF6;CDC95;	;SDA1;	Affinity Precipitation	Gavin et al	BOTH	;11805826;
YPR016C	YDR496C	;TIF6;CDC95;	;PUF6;	Affinity Precipitation	Gavin et al	AB	;11805826;
YPR016C	YER002W	;TIF6;CDC95;	;NOP16;	Affinity Precipitation	Gavin et al	AB	;11805826;
YPR016C	YGR103W	;TIF6;CDC95;	;NOP7;YPH1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YPR016C	YHR197W	;TIF6;CDC95;	;IPI2;	Affinity Precipitation	Gavin et al	AB	;11805826;
YPR016C	YKR081C	;TIF6;CDC95;	;RPF2;	Affinity Precipitation	Gavin et al	BOTH	;11805826;
YPR016C	YLR002C	;TIF6;CDC95;	;NOC3;	Affinity Precipitation	Gavin et al	AB	;11805826;
YPR016C	YNL110C	;TIF6;CDC95;	;NOP15;	Affinity Precipitation	Gavin et al	AB	;11805826;
YPR016C	YNL182C	;TIF6;CDC95;	;IPI3;	Affinity Precipitation	Gavin et al	AB	;11805826;
YPR016C	YNR053C	;TIF6;CDC95;	;NOG2;	Affinity Precipitation	Gavin et al	AB	;11805826;
YPR016C	YOR272W	;TIF6;CDC95;	;YTM1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YMR213W	YDR364C	;CEF1;	;CDC40;PRP17;SLT15;SLU4;	Affinity Precipitation	Gavin et al	AB	;11805826;
YMR213W	YLR117C	;CEF1;	;CLF1;SYF3;	Affinity Precipitation	Gavin et al	BOTH	;11805826;
YMR213W	YBR065C	;CEF1;	;ECM2;SLT11;	Affinity Precipitation	Gavin et al	AB	;11805826;
YMR213W	YMR288W	;CEF1;	;HSH155;	Affinity Precipitation	Gavin et al	AB	;11805826;
YMR213W	YLL036C	;CEF1;	;PRP19;PSO4;	Affinity Precipitation	Gavin et al	AB	;11805826;
YMR213W	YNR011C	;CEF1;	;PRP2;RNA2;	Affinity Precipitation	Gavin et al	AB	;11805826;
YMR213W	YER013W	;CEF1;	;PRP22;	Affinity Precipitation	Gavin et al	AB	;11805826;
YMR213W	YGL120C	;CEF1;	;PRP43;JA1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YMR213W	YAL032C	;CEF1;	;PRP45;FUN20;	Affinity Precipitation	Gavin et al	AB	;11805826;
YMR213W	YPL151C	;CEF1;	;PRP46;	Affinity Precipitation	Gavin et al	AB	;11805826;
YMR213W	YML049C	;CEF1;	;RSE1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YMR213W	YLR275W	;CEF1;	;SMD2;	Affinity Precipitation	Gavin et al	AB	;11805826;
YMR213W	YPR101W	;CEF1;	;SNT309;	Affinity Precipitation	Gavin et al	AB	;11805826;
YMR213W	YKL173W	;CEF1;	;SNU114;GIN10;	Affinity Precipitation	Gavin et al	AB	;11805826;
YMR213W	YDR416W	;CEF1;	;SYF1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YMR213W	YCR063W	;CEF1;	;BUD31;CWC14;	Affinity Precipitation	Gavin et al	AB	;11805826;
YMR213W	YDL209C	;CEF1;	;CWC2;	Affinity Precipitation	Gavin et al	AB	;11805826;
YMR213W	YGL128C	;CEF1;	;CWC23;	Affinity Precipitation	Gavin et al	AB	;11805826;
YMR213W	YGR278W	;CEF1;	;CWC22;	Affinity Precipitation	Gavin et al	AB	;11805826;
YGL130W	YER155C	;CEG1;	;BEM2;IPL2;SUP9;TSL1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YGL130W	YPL228W	;CEG1;	;CET1;CES5;	Affinity Precipitation	Gavin et al	AB	;11805826;
YGL130W	YMR012W	;CEG1;	;CLU1;TIF31;	Affinity Precipitation	Gavin et al	AB	;11805826;
YGL130W	YOL145C	;CEG1;	;CTR9;CDP1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YGL130W	YNL030W	;CEG1;	;HHF2;	Affinity Precipitation	Gavin et al	AB	;11805826;
YGL130W	YMR309C	;CEG1;	;NIP1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YGL130W	YDL014W	;CEG1;	;NOP1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YGL130W	YBR221C	;CEG1;	;PDB1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YGL130W	YGL120C	;CEG1;	;PRP43;JA1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YGL130W	YBR079C	;CEG1;	;RPG1;TIF32;	Affinity Precipitation	Gavin et al	AB	;11805826;
YGL130W	YGL207W	;CEG1;	;SPT16;CDC68;SSF1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YGL130W	YBL075C	;CEG1;	;SSA3;HSP70;	Affinity Precipitation	Gavin et al	AB	;11805826;
YGL130W	YER103W	;CEG1;	;SSA4;	Affinity Precipitation	Gavin et al	AB	;11805826;
YGL130W	YNL088W	;CEG1;	;TOP2;TOR3;TRF3;	Affinity Precipitation	Gavin et al	AB	;11805826;
YGL130W	YKR001C	;CEG1;	;VPS1;GRD1;LAM1;SPO15;VPL1;VPT26;	Affinity Precipitation	Gavin et al	AB	;11805826;
YGL130W	YHR121W	;CEG1;	NONE	Affinity Precipitation	Gavin et al	AB	;11805826;
YGL130W	YAL035W	;CEG1;	;FUN12;yIF2;	Affinity Precipitation	Gavin et al	AB	;11805826;
YGL130W	YOL078W	;CEG1;	;AVO1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDR301W	YLR115W	;CFT1;YHH1;	;CFT2;YDH1;	Affinity Precipitation	Gavin et al	BOTH	;11805826;
YDR301W	YER133W	;CFT1;YHH1;	;GLC7;CID1;DIS2;PP1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDR301W	YKR002W	;CFT1;YHH1;	;PAP1;	Affinity Precipitation	Gavin et al	BOTH	;11805826;
YDR301W	YGR240C	;CFT1;YHH1;	;PFK1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDR301W	YNL317W	;CFT1;YHH1;	;PFS2;	Affinity Precipitation	Gavin et al	BOTH	;11805826;
YDR301W	YAL043C	;CFT1;YHH1;	;PTA1;FUN39;	Affinity Precipitation	Gavin et al	BOTH	;11805826;
YDR301W	YDR195W	;CFT1;YHH1;	;REF2;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDR301W	YMR061W	;CFT1;YHH1;	;RNA14;	Affinity Precipitation	Gavin et al	BOTH	;11805826;
YDR301W	YGR156W	;CFT1;YHH1;	;PTI1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDR301W	YKL059C	;CFT1;YHH1;	;MPE1;	Affinity Precipitation	Gavin et al	BOTH	;11805826;
YDR301W	YLR277C	;CFT1;YHH1;	;YSH1;BRR5;	Affinity Precipitation	Gavin et al	BOTH	;11805826;
YLR115W	YER133W	;CFT2;YDH1;	;GLC7;CID1;DIS2;PP1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YLR115W	YKR002W	;CFT2;YDH1;	;PAP1;	Affinity Precipitation	Gavin et al	BOTH	;11805826;
YLR115W	YNL317W	;CFT2;YDH1;	;PFS2;	Affinity Precipitation	Gavin et al	BOTH	;11805826;
YLR115W	YAL043C	;CFT2;YDH1;	;PTA1;FUN39;	Affinity Precipitation	Gavin et al	BOTH	;11805826;
YLR115W	YGR156W	;CFT2;YDH1;	;PTI1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YLR115W	YHL035C	;CFT2;YDH1;	NONE	Affinity Precipitation	Gavin et al	AB	;11805826;
YLR115W	YKL059C	;CFT2;YDH1;	;MPE1;	Affinity Precipitation	Gavin et al	BOTH	;11805826;
YLR115W	YLR277C	;CFT2;YDH1;	;YSH1;BRR5;	Affinity Precipitation	Gavin et al	BOTH	;11805826;
YGL206C	YGR167W	;CHC1;SWA5;	;CLC1;SCD4;	Affinity Precipitation	Gavin et al	AB	;11805826;
YGL206C	YIL094C	;CHC1;SWA5;	;LYS12;LYS10;LYS11;	Affinity Precipitation	Gavin et al	AB	;11805826;
YER164W	YIL035C	;CHD1;	;CKA1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YER164W	YOR061W	;CHD1;	;CKA2;YOR29-12;	Affinity Precipitation	Gavin et al	AB	;11805826;
YER164W	YGL019W	;CHD1;	;CKB1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YER164W	YOR039W	;CHD1;	;CKB2;	Affinity Precipitation	Gavin et al	BOTH	;11805826;
YER164W	YNL030W	;CHD1;	;HHF2;	Affinity Precipitation	Gavin et al	AB	;11805826;
YER164W	YBR245C	;CHD1;	;ISW1;SGN2;	Affinity Precipitation	Gavin et al	AB	;11805826;
YER164W	YOR304W	;CHD1;	;ISW2;	Affinity Precipitation	Gavin et al	AB	;11805826;
YER164W	YKR001C	;CHD1;	;VPS1;GRD1;LAM1;SPO15;VPL1;VPT26;	Affinity Precipitation	Gavin et al	AB	;11805826;
YOR039W	YIL035C	;CKB2;	;CKA1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YOR039W	YOR061W	;CKB2;	;CKA2;YOR29-12;	Affinity Precipitation	Gavin et al	AB	;11805826;
YOR039W	YGL019W	;CKB2;	;CKB1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YOR039W	YMR172W	;CKB2;	;HOT1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YOR039W	YMR309C	;CKB2;	;NIP1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YOR039W	YOR361C	;CKB2;	;PRT1;CDC63;DNA26;	Affinity Precipitation	Gavin et al	AB	;11805826;
YOR039W	YBR079C	;CKB2;	;RPG1;TIF32;	Affinity Precipitation	Gavin et al	AB	;11805826;
YOR039W	YPL235W	;CKB2;	;RVB2;TIH2;TIP49B;	Affinity Precipitation	Gavin et al	AB	;11805826;
YOR039W	YGL207W	;CKB2;	;SPT16;CDC68;SSF1;	Affinity Precipitation	Gavin et al	BOTH	;11805826;
YOR039W	YER103W	;CKB2;	;SSA4;	Affinity Precipitation	Gavin et al	AB	;11805826;
YOR039W	YDR429C	;CKB2;	;TIF35;	Affinity Precipitation	Gavin et al	AB	;11805826;
YOR039W	YGR090W	;CKB2;	;UTP22;	Affinity Precipitation	Gavin et al	BOTH	;11805826;
YOR039W	YKL088W	;CKB2;	NONE	Affinity Precipitation	Gavin et al	AB	;11805826;
YOR039W	YGR270W	;CKB2;	;YTA7;	Affinity Precipitation	Gavin et al	AB	;11805826;
YBR135W	YDL155W	;CKS1;	;CLB3;	Affinity Precipitation	Gavin et al	AB	;11805826;
YBR135W	YMR199W	;CKS1;	;CLN1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YBR135W	YPL256C	;CKS1;	;CLN2;	Affinity Precipitation	Gavin et al	AB	;11805826;
YBR135W	YBR295W	;CKS1;	;PCA1;CAD2;PAY2;	Affinity Precipitation	Gavin et al	AB	;11805826;
YBR135W	YLR079W	;CKS1;	;SIC1;SDB25;	Affinity Precipitation	Gavin et al	AB	;11805826;
YBR135W	YKR091W	;CKS1;	;SRL3;	Affinity Precipitation	Gavin et al	AB	;11805826;
YBR135W	YPL014W	;CKS1;	NONE	Affinity Precipitation	Gavin et al	AB	;11805826;
YLR117C	YJR050W	;CLF1;SYF3;	;ISY1;NTC30;UTR3;	Affinity Precipitation	Gavin et al	AB	;11805826;
YLR117C	YLL036C	;CLF1;SYF3;	;PRP19;PSO4;	Affinity Precipitation	Gavin et al	AB	;11805826;
YLR117C	YAL032C	;CLF1;SYF3;	;PRP45;FUN20;	Affinity Precipitation	Gavin et al	BOTH	;11805826;
YLR117C	YML049C	;CLF1;SYF3;	;RSE1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YLR117C	YPR101W	;CLF1;SYF3;	;SNT309;	Affinity Precipitation	Gavin et al	AB	;11805826;
YLR117C	YKL173W	;CLF1;SYF3;	;SNU114;GIN10;	Affinity Precipitation	Gavin et al	AB	;11805826;
YLR117C	YDR416W	;CLF1;SYF3;	;SYF1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YOR250C	YDR228C	;CLP1;	;PCF11;	Affinity Precipitation	Gavin et al	BOTH	;11805826;
YOR250C	YMR061W	;CLP1;	;RNA14;	Affinity Precipitation	Gavin et al	BOTH	;11805826;
YOR250C	YGL044C	;CLP1;	;RNA15;	Affinity Precipitation	Gavin et al	AB	;11805826;
YOR250C	YDL195W	;CLP1;	;SEC31;WEB1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YOR250C	YBL075C	;CLP1;	;SSA3;HSP70;	Affinity Precipitation	Gavin et al	AB	;11805826;
YBR155W	YGR187C	;CNS1;	;HGH1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL145C	YFR051C	;COP1;SEC33;RET1;	;RET2;	Affinity Precipitation	Gavin et al	BOTH	;11805826;
YDL145C	YPL010W	;COP1;SEC33;RET1;	;RET3;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL145C	YNL287W	;COP1;SEC33;RET1;	;SEC21;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL145C	YDR238C	;COP1;SEC33;RET1;	;SEC26;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL145C	YIL076W	;COP1;SEC33;RET1;	;SEC28;ANU2;	Affinity Precipitation	Gavin et al	AB	;11805826;
YBL045C	YPR191W	;COR1;QCR1;	;QCR2;COR2;UCR2;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL067C	YGL187C	;COX9;	;COX4;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL067C	YNL052W	;COX9;	;COX5A;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDL067C	YHR051W	;COX9;	;COX6;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDR155C	YNL030W	;CPR1;CPH1;CYP1;	;HHF2;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDR155C	YPL235W	;CPR1;CPH1;CYP1;	;RVB2;TIH2;TIP49B;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDR155C	YBR103W	;CPR1;CPH1;CYP1;	;SIF2;EMB1;	Affinity Precipitation	Gavin et al	BOTH	;11805826;
YDR155C	YOR290C	;CPR1;CPH1;CYP1;	;SNF2;GAM1;HAF1;SWI2;TYE3;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDR155C	YCR033W	;CPR1;CPH1;CYP1;	;SNT1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YDR155C	YIL112W	;CPR1;CPH1;CYP1;	;HOS4;	Affinity Precipitation	Gavin et al	AB	;11805826;
YNL232W	YOL021C	;CSL4;SKI4;	;DIS3;RRP44;	Affinity Precipitation	Gavin et al	BOTH	;11805826;
YNL232W	YGR158C	;CSL4;SKI4;	;MTR3;	Affinity Precipitation	Gavin et al	AB	;11805826;
YNL232W	YHR069C	;CSL4;SKI4;	;RRP4;	Affinity Precipitation	Gavin et al	AB	;11805826;
YNL232W	YDL111C	;CSL4;SKI4;	;RRP42;	Affinity Precipitation	Gavin et al	AB	;11805826;
YNL232W	YCR035C	;CSL4;SKI4;	;RRP43;	Affinity Precipitation	Gavin et al	AB	;11805826;
YNL232W	YOR001W	;CSL4;SKI4;	;RRP6;	Affinity Precipitation	Gavin et al	AB	;11805826;
YNL232W	YGR195W	;CSL4;SKI4;	;SKI6;ECM20;RRP41;	Affinity Precipitation	Gavin et al	BOTH	;11805826;
YNL232W	YOR076C	;CSL4;SKI4;	;SKI7;YOR29-27;	Affinity Precipitation	Gavin et al	AB	;11805826;
YNL232W	YIR035C	;CSL4;SKI4;	NONE	Affinity Precipitation	Gavin et al	AB	;11805826;
YBR158W	YHR064C	;AMN1;CST13;ICS4;	;SSZ1;PDR13;	Affinity Precipitation	Gavin et al	AB	;11805826;
YBR158W	YGR285C	;AMN1;CST13;ICS4;	;ZUO1;	Affinity Precipitation	Gavin et al	AB	;11805826;
YMR078C	YHR191C	;CTF18;CHL12;	;CTF8;	Affinity Precipitation	Gavin et al	AB	;11805826;
YMR078C	YPR175W	;CTF18;CHL12;	;DPB2;	Affinity Precipitation	Gavin et al	AB	;11805826;
YMR078C	YNL262W	;CTF18;CHL12;	;POL2;DUN2;	Affinity Precipitation	Gavin et al	AB	;11805826;
YMR078C	YNL290W	;CTF18;CHL12;	;RFC3;	Affinity Precipitation	Gavin et al	AB	;11805826;
YMR078C	YOL094C	;CTF18;CHL12;	;RFC4;	Affinity Precipitation	Gavin et al	AB	;11805826;
YMR078C	YBR087W	;CTF18;CHL12;	;RFC5;	Affinity Precipitation	Gavin et al	AB	;11805826;
YMR078C	YLL040C	;CTF18;CHL12;	;VPS13;SOI1;VPT2;	Affinity Precipitation	Gavin et al	AB	;11805826;
